year,rating,id,title,imdb_id
2006,1,1138,Lucky Number Slevin,0425210
2006,1,2360,A Scanner Darkly,0405296
2006,2,4293,Fido,0457572
2006,0,2026,Nacho Libre,0457510
2006,1,9471,Rosso come il cielo,0450121
2006,3,4401,Cashback,0460740
2006,3,2498,Notes on a Scandal,0465551
2006,3,332,Children of Men,0206634
2006,1,5262,Poultrygeist: Night of the Chicken Dead,0462485
2006,3,1505,Liu hao chukou (Exit No. 6),0934427
2006,3,2800,Il caimano (The Caiman),0429727
2006,3,1347,The Woods,0380066
2006,3,1412,The Queen,0436697
2006,1,2538,The Guardian,0406816
2006,2,8412,La noche de los girasoles,0456111
2006,3,2570,Five Across the Eyes,0888019
2006,3,2277,Bonneville,0487195
2006,1,8033,La vie secr&egrave;te des gens heureux,0807965
2006,1,7264,Hannah Montana,0493093
2006,1,1581,Ice Age: The Meltdown,0438097
2006,3,7299,Peliculas para no dormir: Para entrar a vivir,0477311
2006,3,1615,For Your Consideration,0470765
2006,3,4830,Mukhsin,0863091
2006,3,793,Silent Hill,0384537
2006,2,530,Once,0907657
2006,2,5511,Hollywoodland,0427969
2006,3,6401,Beerfest,0486551
2006,3,3769,Rang De Basanti,0405508
2006,2,9237,The Shaggy Dog,0393735
2006,1,2616,Wristcutters: A Love Story,0477139
2006,3,3460,Take the Lead,0446046
2006,1,4626,Blood Diamond,0450259
2006,1,5049,Dead &amp; Deader,0770739
2006,3,1665,Stick It,0430634
2006,1,5552,The Pink Panther,0383216
2006,3,2527,The Fall,0460791
2006,0,7567,Monmon the Water Spider,0768132
2006,0,1271,300,0416449
2006,3,615,Akeelah and the Bee,0437800
2006,3,3643,The Grudge 2,0433386
2006,1,7090,&quot;Masters of Horror&quot; Pelts,0779496
2006,3,648,Little Miss Sunshine,0449059
2006,3,4819,London To Brighton,0490166
2006,3,5233,Candy,0424880
2006,3,1811,Smokin’ Aces,0475394
2006,3,2932,The Gymnast,0473074
2006,1,2566,The Gigolos,0462309
2006,3,6450,Saw III,0489270
2006,3,2598,Quinceanera,0451176
2006,3,416,Night at the Museum,0477347
2006,3,1542,A Few Days in September,0446442
2006,3,171,Penelope,0472160
2006,1,1719,Mulberry Street,0473514
2006,1,1415,The Departed,0407887
2006,1,5606,Mission: Impossible III,0317919
2006,3,4899,Sherrybaby,0423169
2006,3,4202,DOA: Dead or Alive,0398913
2006,3,6526,Another Gay Movie,0443431
2006,1,1946,Cars,0317219
2006,0,7039,&quot;Masters of Horror&quot; Haeckel’s Tale,0643106
2006,3,215,The Holiday,0457939
2006,3,3661,Monster House,0385880
2006,3,284,Brand Upon The Brain!,0443455
2006,1,2580,Letters from Iwo Jima,0498380
2006,3,7977,Glory Road,0385726
2006,3,1489,The Big Bad Swim,0460721
2006,3,1523,Gray Matters,0375785
2006,1,7624,Conversations with God,0489682
2006,3,3018,Warau Mikaeru,0461612
2006,3,3834,Suburban Mayhem,0450506
2006,1,7309,Peliculas para no dormir: Regreso a Moira,0460897
2006,1,6194,Accepted,0384793
2006,3,938,Last Holiday,0408985
2006,3,7114,&quot;Masters of Horror&quot; Pro-Life,0785532
2006,1,5287,A fost sau n-a fost?,0809407
2006,3,1864,Paprika,0851578
2006,1,9277,failure to launch,0427229
2006,3,6168,The Unknown Woman,0494271
2006,0,6574,Madea’s Family Reunion,0455612
2006,3,2359,Half Nelson,0468489
2006,3,3571,John Tucker Must Die,0455967
2006,3,4848,To Have and to Hold,0876154
2006,3,5358,Click,0389860
2006,3,3849,The Host,0468492
2006,0,1605,On the Trail of Igor Rizzi,0832958
2006,1,5424,The Librarian: Return to King Solomon&#39;s Mines,0455596
2006,2,167,Pirates of the Caribbean: Dead Man’s Chest,0383574
2006,3,5868,The Barbie Diaries,0795338
2006,3,6352,The Covenant,0475944
2006,3,4856,The Lake House,0410297
2006,1,9188,Heartbreak Hotel,0785002
2006,1,4130,Black Dahlia,0387877
2006,3,370,Bandidas,0416496
2006,3,1878,Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),0808506
2006,3,1152,Art School Confidential,0364955
2006,1,3786,Open Season,0400717
2006,3,5704,Kamome Diner,0483022
2006,3,1910,Running with Scissors,0439289
2006,2,8549,Wedding Wars,0823158
2007,3,7001,Awake,0211933
2007,3,312,Tropa de Elite,0861739
2007,0,3343,Timecrimes,0480669
2007,3,7973,The Reaping,0444682
2007,2,6905,Bleach Movie 2: The Diamond Dust Rebellion,1148261
2007,3,4313,Bratz: Fashion Pixiez,2330312
2007,3,3935,Out at the Wedding,0488023
2007,1,600,The Darjeeling Limited,0838221
2007,3,667,Paranormal Activity,1179904
2007,1,2519,Fracture,0488120
2007,0,7142,Cafe com Leite,1166805
2007,3,3731,Evangelion: 1.0: You Are (Not) Alone,0923811
2007,1,12,Outlaw,0758771
2007,3,1671,The Bad Mother&#39;s Handbook,0909010
2007,3,1466,Vexille,0970472
2007,3,1899,How About You,0887745
2007,1,842,Live Free or Die Hard,0337978
2007,1,476,Ocean's Thirteen,0496806
2007,3,6577,Epic Movie,0799949
2007,3,9352,Hungry Bitches,1765847
2007,3,5055,Flight of the Living Dead,0780583
2007,3,949,Atonement,0783233
2007,3,2795,Lars and the real Girl,0805564
2007,3,4060,Se upp f&ouml;r d&aring;rarna,0959342
2007,3,1439,Cocalero,0925230
2007,1,2597,The Condemned,0443473
2007,0,4162,We Own the Night,0498399
2007,3,27,Premonition,0477071
2007,3,8513,Pok&eacute;mon: The Rise of Darkrai,1226251
2007,3,3069,Eastern Promises,0765443
2007,3,5028,The Life Before Her Eyes,0815178
2007,3,2409,Margot at the Wedding,0757361
2007,3,3615,Dan in Real Life,0480242
2007,1,7131,&quot;Masters of Horror&quot; Dream Cruise,0868394
2007,3,373,Harry Potter and the Order of the Phoenix,0373889
2007,0,2976,In the Arms of My Enemy,0814795
2007,3,2604,Northanger Abbey,0844794
2007,3,422,Transformers,0418279
2007,1,1945,Meet the Robinsons,0396555
2007,3,4007,I Know Who Killed Me,0897361
2007,2,995,Crashing,0475243
2007,3,6735,The Babysitters,0796302
2007,3,2147,The Visitor,0857191
2007,2,8,Futurama: Bender's Big Score,0471711
2007,3,1522,Death at a Funeral,0795368
2007,3,3086,Beowulf,0442933
2007,3,6603,Nancy Drew,0479500
2007,3,2743,The Man from London,0415127
2007,3,188,Hairspray,0427327
2007,0,7796,Est&ocirc;mago,1039960
2007,0,7078,Lions for lambs,0891527
2007,1,1799,The Band&#39;s Visit,1032856
2007,3,3494,Gone,0482374
2007,3,7349,Meduzot,0807721
2007,2,9002,American Pie Presents: Beta House,0974959
2007,3,1706,Ninas Mal,0806940
2007,2,3604,If I Had Known I Was a Genius,0758753
2007,1,2529,Young People Fucking,0913445
2007,3,1806,"4 Months, 3 Weeks and 2 Days",1032846
2007,3,4886,Far North,0860866
2007,3,777,Enchanted,0461770
2007,3,479,Disturbia,0486822
2007,0,546,Vacancy,0452702
2007,3,6617,Grandpa for Christmas,0950740
2007,3,166,Wool 100%,0884819
2007,0,3577,Negative Happy Chain Saw Edge,1024856
2007,1,585,Sunshine,0448134
2007,3,1713,Ekusute (Exte: Hair Extensions),0904049
2007,3,9476,A Perfect Stranger,0457433
2007,3,4439,Because I Said So,0490084
2007,3,2207,Year of the dog,0756729
2007,3,1151,The Jane Austen Book Club,0866437
2007,1,30,88 Minutes,0411061
2007,3,3545,Black Water,0816436
2007,2,6631,Flatland: The Movie,0814106
2007,0,9451,Ghost Rider,0259324
2007,3,2478,Eagle vs Shark,0494222
2007,1,2111,Watching the Detectives,0472205
2007,1,6795,I’m Not There.,0368794
2007,3,6828,Shotgun Stories,0952682
2007,3,3013,Death Defying Acts,0472071
2007,3,1552,XXY,0995829
2007,3,3206,1408,0450385
2007,3,5509,Mataharis,0780565
2007,3,3663,Ten Inch Hero,0829297
2007,1,351,Hot Fuzz,0425112
2007,3,766,P.S. I Love You,0431308
2007,2,11,Next,0435705
2007,2,1008,Charlie Bartlett,0423977
2007,3,1802,Tricks,1094278
2007,1,4153,The King of Kong: A Fistful of Quarters,0923752
2007,0,3774,We Are the Strange,0923985
2007,1,2621,Shelter,0942384
2007,3,2655,My Blueberry Nights,0765120
2007,3,4984,P2,0804516
2007,1,5451,Shut em up,0465602
2007,3,948,Evening,0765447
2007,3,5930,Ha-Sodot (The Secrets),0782867
2007,1,1438,Lynch,1032207
2007,3,26,Shrek the Third,0413267
2007,3,5328,Transmorphers,0960835
2007,3,8576,Aliens vs. Predator: Requiem,0758730
2007,3,549,I Am Legend,0480249
2007,3,169,Pirates of the Caribbean: At World’s End,0449088
2007,3,3230,Elizabeth: The Golden Age,0414055
2007,1,240,Son of Rambow,0845046
2007,2,5530,The Bourne Ultimatum,0440963
2007,3,2473,Hostel: Part II,0498353
2007,2,6759,Les deux mondes,0808230
2007,3,755,Waitress,0473308
2007,3,7714,Barbie Fairytopia: Magic of the Rainbow,1007920
2007,0,1283,Hitman,0465494
2007,0,177,There Will Be Blood,0469494
2007,3,4040,Barbie as the Island Princess,1092053
2007,3,5245,Smiley Face,0780608
2007,3,6057,High School Musical 2 (TV Movie),0810900
2007,3,7,Death Proof,1028528
2007,3,5075,Fantastic Four: Rise of the Silver Surfer,0486576
2007,3,3629,Inside,0856288
2007,3,8732,Rosa: The Movie,0997260
2007,1,14,Ratatouille,0382932
2007,1,4121,Bhool Bhulaiyaa,0995031
2007,3,3777,Blades of Glory,0445934
2007,1,410,Fred Claus,0486583
2007,2,2364,The Signal,0780607
2007,1,6616,"Run, Fatboy, Run",0425413
2007,3,5461,Gracie,0441007
2007,3,1344,After Sex,0465375
2007,1,4029,The Number 23,0481369
2007,3,3333,Bridge to Terabithia,0398808
2007,3,1115,Itty Bitty Titty Committee,0496328
2007,3,417,The Simpsons Movie,0462538
2007,3,29,Planet Terror,1077258
2007,3,1578,Brooklyn Rules,0283503
2007,3,2371,Gone Baby Gone,0452623
2007,3,5501,"Lust, Caution",0808357
2007,2,4001,Before the Devil Knows You’re Dead,0292963
2007,3,3617,Ballet Shoes,1083845
2007,3,3655,Halloween,0373883
2007,3,2574,Charlie Wilson’s War,0472062
2007,3,3012,I Could Never Be Your Woman,0466839
2007,1,3899,99 francs,0875113
2007,3,5071,The Tracey Fragments,0801526
2007,3,180,Knocked Up,0478311
2007,3,4728,Imprint,0816530
2007,2,4762,Whisper,0435528
2007,1,630,Sweeney Todd: The Demon Barber of Fleet Street,0408236
2007,1,4044,Numb,0795439
2007,0,7140,Lucky Blue,0971205
2007,1,2581,Breach,0401997
2007,2,1524,Free Rainer,0810868
2007,2,5483,Spider-Man 3,0413300
2007,3,4152,She’s a Boy I Knew,1095496
2007,3,2992,"Ensemble, c’est tout",0792965
2007,3,17,Resident Evil: Extinction,0432021
2007,1,7773,Cleaner,0896798
2007,0,9424,Mr. Bean’s Holiday,0453451
2007,3,1339,The World Unseen,1048174
2007,3,2131,28 Weeks Later,0463854
2007,0,1808,Beaufort,0758732
2007,3,5995,Racing Daylight,0840363
2007,3,1840,St. Trinian’s,0964587
2007,2,5662,Norbit,0477051
2007,1,25,The Man from Earth,0756683
2007,1,6286,Dialogue avec mon jardinier,0825244
2007,3,1715,Trick ’r Treat,0862856
2007,3,2472,Bratz,0804452
2007,0,652,The Kite Runner,0419887
2007,3,5204,Shrooms,0492486
2007,3,7129,&quot;Masters of Horror&quot; The Washingtonians,0854548
2007,3,6454,Saw IV,0890870
2007,1,103,The Bucket List,0825232
2007,1,5769,Ex Drummer,0812243
2007,3,3547,La reine soleil,0459959
2007,3,5146,Chakde! India,0871510
2007,1,4757,La torre de Suso,0896986
2007,1,7519,Bee Movie,0389790
2007,3,3308,The Nanny Diaries,0489237
2007,1,313,Into the Wild,0758758
2007,3,3344,The Secret,0446463
2007,3,761,Bring It On: In It to Win It,0972785
2007,3,3015,Welcome to the Quiet Room,0997174
2007,0,8525,The Water Horse,0760329
2007,3,462,Then She Found Me,0455805
2007,3,2676,Cutlass,1107809
2007,3,5042,The Messengers,0425430
2007,3,3129,La vie en rose,0450188
2007,3,1764,Appleseed Saga: Ex Machina,1043842
2007,3,5583,"So, You’ve Downloaded a Demon",0348062
2007,3,1167,The Lookout,0427470
2007,3,1925,Auf der anderen Seite,0880502
2007,3,2856,Steam,0892100
2007,3,295,Persepolis,0808417
2007,2,3707,Caramel,0825236
2007,3,3324,The Mist,0884328
2007,3,327,No Reservations,0481141
2007,3,5291,2 Days in Paris,0841044
2007,2,1868,The Diving Bell and the Butterfly,0401383
2007,3,20,The Brave One,0476964
2007,1,3811,TMNT,0453556
2007,1,7251,Zodiac,0443706
2007,0,843,3:10 to Yuma,0381849
2007,2,6578,The Brothers Solomon,0784972
2007,1,7395,American Gangster,0765429
2007,3,4028,Across the Universe,0445922
2007,3,7125,&quot;Masters of Horror&quot; We All Scream for Ice Cream,0817402
2007,2,6381,&quot;The Backyardigans&quot; International Super Spy,1095573
2007,3,2170,Music and Lyrics,0758766
2007,3,335,Stardust,0486655
2007,1,1939,5 Centimeters Per Second,0983213
2007,3,3474,Irina Palm,0762110
2007,3,487,The Golden Compass,0385752
2007,3,3151,Sydney White,0815244
2007,3,7584,Viva,0393956
2007,3,2248,Arranged,0848542
2007,3,526,Import/Export,0459102
2007,3,1285,The Orphanage,0464141
2007,3,964,Diary of the Dead,0848557
2007,1,4800,Breakfast with Scot,0910847
2007,3,4833,Days and Clouds,0887732
2007,3,7556,The Last Mimzy,0768212
2007,3,381,Towelhead,0787523
2007,3,9,Juno,0467406
2007,2,1889,Michael Clayton,0465538
2007,1,3424,Salvation,0860528
2007,1,4209,Hannibal Rising,0367959
2007,3,1196,Teeth,0780622
2007,3,5045,American Zombie,0765430
2007,3,7079,Las 13 rosas,0809533
2007,3,738,Becoming Jane,0416508
2007,1,16,Rush Hour 3,00293564
2007,1,9240,Underdog,0467110
2007,1,8535,The Assassination of Jesse James by the Coward Robert Ford,0443680
2007,3,3989,Naissance des pieuvres,0869977
2007,3,1741,Love Songs,0996605
2007,2,2130,30 Days of Night,0389722
2007,1,1045,White Noise 2: The Light,0496436
2007,1,7121,&quot;Masters of Horror&quot; Right to Die,0871197
2007,3,7153,Reine Geschmacksache,0838192
2007,1,5628,Dead Silence,0455760
2007,3,4158,Fat Like Me,0889600
2007,2,9247,The Heartbreak Kid,0408839
2007,0,1903,Mr. Magorium’s Wonder Emporium,0457419
2007,0,3438,Fermat’s Room,1016301
2007,3,4264,"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",1077274
2007,2,6987,Control,0421082
2007,1,5496,Freedom Writers,0463998
2007,3,3646,[Rec],1038988
2007,3,651,Superbad,0829482
2007,0,7128,&quot;Masters of Horror&quot; The Black Cat,0785533
2007,3,686,No Country for Old Men,0477348
2007,3,2601,Sword of the Stranger,1121794
2007,1,419,Hot Rod,0787475
2007,3,4963,Dark Mirror,0486651
2007,1,1184,Shooter,0822854
2007,3,490,The Savages,0775529
2007,1,2341,King of California,0388182
2007,3,7711,It’s a Free World...,0807054
2007,1,918,Wild Hogs,0486946
2008,3,245,Vicky Cristina Barcelona,0497465
2008,1,2841,Valkyrie,0985699
2008,3,9196,iCarly: iGo to Japan,1286124
2008,3,3128,Day of the Dead,0489018
2008,3,4730,Older Than America,0932669
2008,3,252,Frozen River,0978759
2008,3,4046,"Welcome Home, Roscoe Jenkins",0494652
2008,3,3281,Herb &amp; Dorothy,1227929
2008,3,1492,Helen,1288589
2008,3,7210,"Bleach: Fade to Black, I Call Your Name",1339302
2008,2,384,Pineapple Express,0910936
2008,2,1892,Australia,0455824
2008,3,469,Gake no ue no Ponyo,0876563
2008,1,8563,Valami Amerika 2,1235075
2008,3,504,The Curious Case of Benjamin Button,0421715
2008,3,5048,Possession,0368563
2008,3,192,Speed Racer,0811080
2008,3,6681,Aanrijding in Moscou,0948530
2008,3,2460,Rough Aunties,1179080
2008,3,2094,S&eacute;raphine,1048171
2008,3,3288,Barbie and the Diamond Castle,1294138
2008,3,19,The Bank Job,0200465
2008,1,3029,Sita Sings the Blues,1172203
2008,1,3466,Paris 36,0948535
2008,3,6543,Skin,0964586
2008,3,5864,The Secret of Moonacre,0396707
2008,3,1744,French Film,0986230
2008,3,4026,Pirates II: Stagnetti’s Revenge,1266097
2008,3,6817,Pretty Ugly People,0874425
2008,3,4959,Miao Miao,0984130
2008,0,7641,Hunger,0986233
2008,3,6621,The X-Files: I Want to Believe,0443701
2008,2,3965,Management,1082853
2008,1,1718,Dance of the Dead,0926063
2008,0,241,Transporter 3,1129442
2008,3,5904,Nothing But the Truth,1073241
2008,0,1751,Waltz with Bashir,1185616
2008,3,275,Revolutionary Road,0959337
2008,0,8818,The Spiderwick Chronicles,0416236
2008,3,1,Starship Troopers 3: Marauder,0844760
2008,0,6863,Sparrow,0491044
2008,3,1583,My Prison Yard,1103193
2008,3,889,Cloverfield,1060277
2008,3,6262,The Burning Plain,1068641
2008,1,214,Hellboy II: The Golden Army,0411477
2008,2,5148,Overcome,2132415
2008,3,2082,American Violet,1152397
2008,3,7071,La mujer sin cabeza,1221141
2008,0,8387,Dr. Horrible’s Sing-Along Blog,1227926
2008,3,380,Blindness,0861689
2008,3,429,The Eye,0406759
2008,3,464,High School Musical 3: Senior Year,0962726
2008,3,1590,The Chronicles of Narnia: Prince Caspian,0499448
2008,3,500,Easy Virtue,0808244
2008,3,9340,Lakeview Terrace,0947802
2008,1,145,Be Kind Rewind,0799934
2008,3,5481,Dead at 17,1153103
2008,0,4767,Seventh Moon,1052040
2008,3,355,The Women,0430770
2008,1,1495,RocknRolla,1032755
2008,3,770,Ai no mukidashi,1128075
2008,1,8534,TBS,1092019
2008,3,903,Four Christmases,0369436
2008,3,1674,The Tale of Despereaux,420238
2008,3,3182,"Angus, Thongs and Perfect Snogging",0963743
2008,1,195,The Incredible Hulk,0800080
2008,0,2858,Outpost,0892899
2008,1,1143,The Forbidden Kingdom,0865556
2008,1,60,The Love Guru,0811138
2008,3,1641,The Other Boleyn Girl,0467200
2008,0,952,Pontypool,1226681
2008,3,4030,The Baader Meinhof Complex,0765432
2008,0,7127,Rambo,0462499
2008,3,5703,The Family That Preys,1142798
2008,3,819,Okuribito (Departures),1069238
2008,3,3444,Diary of a Nymphomaniac,1111890
2008,3,3072,The No. 1 Ladies&#39; Detective Agency,1356380
2008,3,5469,Kenna,1340664
2008,0,2078,Damn Bastard!,1056444
2008,3,279,Resident Evil: Degeneration,1174954
2008,3,4935,Mid-August Lunch,1277728
2008,1,74,Get Smart,0425061
2008,1,1586,Stargate: Continuum,0929629
2008,3,141,Birds of America,1029134
2008,1,217,Role Models,0430922
2008,3,7074,Etz Limon,1172963
2008,1,251,Slumdog Millionaire,1010048
2008,3,2118,Coco Chanel,1094661
2008,3,286,Changeling,0824747
2008,3,2614,Everlasting Moments,0961066
2008,3,2257,Bi the Way,0951257
2008,3,1891,Forgetting Sarah Marshall,0800039
2008,3,47,21,0478087
2008,2,81,Futurama: The Beast with a Billion Backs,1054485
2008,1,503,Che: Part One,0892255
2008,3,5412,Superhero Movie,0426592
2008,3,191,What Happens In Vegas,1033643
2008,3,740,Kataude mashin garu,1050160
2008,3,5656,The Mummy: Tomb of the Dragon Emperor,0859163
2008,3,542,Repo! The Genetic Opera,0963194
2008,2,1709,Fireproof,1129423
2008,0,6688,Sleep Dealer,0804529
2008,1,233,Gomorra,0929425
2008,3,265,The Lucky Ones,0981072
2008,3,6347,Camp Rock,1055366
2008,1,2203,Goodbye Solo,1095442
2008,2,6893,Blind Loves,1226291
2008,3,6620,Clash of the Santas,1286742
2008,2,6287,Bienvenue chez les Ch’tis,1064932
2008,0,3998,Fly Me to the Moon,0486321
2008,3,7437,Die Welle,1063669
2008,1,273,The Reader,0976051
2008,1,5205,Mirrors,0790686
2008,1,34,In Bruges,0780536
2008,1,1912,Ashes of Time Redux,0109688
2008,3,1548,Dim Sum Funeral,1216477
2008,3,492,Fashion,0964516
2008,3,1616,"Synecdoche, New York",0383028
2008,3,2843,Bonnie &amp; Clyde vs. Dracula,1117379
2008,1,1757,Chi bi (Red Cliff),0425637
2008,3,3693,Ghost in the Shell 2.0,1260502
2008,3,728,Kung Fu Panda,0441773
2008,1,7622,Brideshead Revisited,0412536
2008,2,1161,Igor,0465502
2008,3,428,Taken,0936501
2008,3,3016,One Million Yen Girl,1077094
2008,3,829,Birdemic,1316037
2008,1,463,Eagle Eye,1059786
2008,3,499,Rachel Getting Married,1084950
2008,3,1290,Happy-Go-Lucky,1045670
2008,3,7381,Solo Quiero Caminar,1078600
2008,1,2056,Sut,1284591
2008,3,220,Bolt,0397892
2008,3,254,Doubt,0918927
2008,2,4805,The Spirit,0831887
2008,3,5584,I Can’t Think Straight,0830570
2008,3,3461,The Duchess,0864761
2008,3,6946,Camino,1206285
2008,3,2357,The Loss of a Teardrop Diamond,0896031
2008,0,5050,Deadgirl,0896534
2008,3,902,The Sisterhood of the Traveling Pants 2,1018785
2008,1,194,Journey to the Center of the Earth,0373051
2008,3,8706,Disfigured,0830535
2008,1,1142,Horton Hears a Who!,0451079
2008,3,2996,Merlin,1199099
2008,1,513,Ghost Town,0995039
2008,3,545,"Definitely, Maybe",0832266
2008,2,584,Franklyn,0893402
2008,1,1746,T&ocirc;ky&ocirc; sonata (Tokyo Sonata),0938341
2008,1,1050,Indiana Jones and the Kingdom of the Crystal Skull,0367882
2008,3,2274,Hamlet 2,1104733
2008,3,66,The Dark Knight,0468569
2008,3,9291,Saw V,1132626
2008,3,3510,La belle personne,1263778
2008,1,990,Frost/Nixon,0870111
2008,3,310,Bedtime Stories,0960731
2008,1,3,WALL-E,0910970
2008,1,1915,Killshot,0443559
2008,3,73,Nim’s Island,0410377
2008,3,1585,Stargate: The Ark of Truth,0942903
2008,1,495,The Hurt Locker,0887912
2008,3,140,Baby Mama,0871426
2008,3,5475,The Ruins,0963794
2008,1,285,The Wrestler,1125849
2008,3,350,Miss Pettigrew Lives for a Day,0970468
2008,3,1164,Passengers,0449487
2008,3,3020,While She Was Out,0887971
2008,1,7657,"Patrik, Age 1.5",1067733
2008,1,3457,I Sell the Dead,0902290
2008,1,80,Wanted,0493464
2008,1,5748,Revanche,1173745
2008,2,502,Gran Torino,1205489
2008,2,190,Iron Man,0371746
2008,3,1398,Martyrs,1029234
2008,3,1801,My Only Sunshine,1370212
2008,3,1104,Step Up 2: The Streets,1023481
2008,3,5691,Treeless Mountain,1143155
2008,1,8536,Mannen som elsket Yngve,1114723
2008,3,541,Quarantine,1082868
2008,3,197,Nick and Norah’s Infinite Playlist,0981227
2008,3,1014,The House Bunny,0852713
2008,1,2860,The World is Big and Salvation Lurks Around the Corner,1178197
2008,3,3711,Defiance,1034303
2008,3,747,Sex and the City,1000774
2008,3,1178,God’s Forgotten Town,1077084
2008,3,2694,Examined Life,1279083
2008,3,1749,Wendy and Lucy,1152850
2008,3,306,Inkheart,0494238
2008,3,6861,All about women,1037146
2008,1,2342,What Doesn’t Kill You,1133991
2008,3,523,The Beaches of Agnes,1129435
2008,3,927,The Secret Life of Bees,0416212
2008,3,176,Vantage Point,0443274
2008,3,212,27 Dresses,0988595
2008,3,5244,Over Her Dead Body,0785007
2008,3,4483,Dante 01,0487928
2008,2,1451,Miracle at St. Anna,1046997
2008,3,346,Sunshine Cleaning,0862846
2008,2,5007,Made of Honor,0866439
2008,1,8698,Bottle Shock,0914797
2008,3,1394,Wild Child,1024255
2008,1,668,L&aring;t den r&auml;tte komma in (Let the Right One In),1139797
2008,3,1829,The Sky Crawlers,1056437
2008,0,768,Fanboys,0489049
2008,3,6097,Last Chance Harvey,1046947
2008,3,2259,Phoebe in Wonderland,1034325
2008,1,470,Flash of Genius,1054588
2008,3,2022,Mad Money,0951216
2008,1,193,Meet Dave,0765476
2008,0,5858,The Chaser,1190539
2008,3,2461,Rain,0965440
2008,1,260,Step Brothers,0838283
2008,3,4812,Grizzly Park,0915460
2008,2,1107,El regalo,1305138
2008,3,5658,Casi divas,1049948
2008,3,3467,The Edge of Love,0819714
2008,1,2331,Deception,0800240
2008,3,7190,The Boy in the Striped Pajamas,0914798
2008,3,2968,Transsiberian,0800241
2008,1,28,Jumper,0489099
2008,1,65,The Mutant Chronicles,0490181
2008,0,883,Ciao,0870089
2008,1,242,Milk,1013753
2008,3,5174,Princess: A Modern Fairtyale,1052352
2008,1,3304,Three Kingdoms: Resurrection of the Dragon,0882978
2008,3,309,Max Payne,0467197
2008,3,3758,Doomsday,0483607
2008,1,6825,"10,000 BC",0443649
2008,1,8854,Lake Mungo,0816556
2008,3,1516,The Gamers: Dorkness Rising,0447166
2008,1,5474,Bronson,1172570
2008,3,2116,Seven Pounds,0814314
2008,3,2516,35 Shots of Rum,1100048
2008,3,316,Mamma Mia!,0795421
2008,1,730,Three wise men,1270769
2008,3,6059,Keith,0435679
2008,1,8528,Venkovsky ucitel,1284526
2008,1,465,Quantum of Solace,0830515
2008,3,501,Twilight,1099212
2008,1,1628,Sauna,1124394
2008,3,5077,Prom Night,0926129
2008,1,189,Burn After Reading,0887883
2008,3,2424,The Brothers Bloom,0844286
2008,1,222,Death Race,0452608
2008,2,8503,Dead Space: Downfall,1267379
2008,3,473,Tinker Bell,0823671
2008,3,540,The Alphabet Killer,0818165
2008,1,196,Appaloosa,0800308
2008,3,1013,City of Ember,0970411
2008,0,263,Tropic Thunder,0942385
2008,3,298,The Day the Earth Stood Still,0970416
2008,1,7536,A Wednesday,1280558
2008,3,1504,Lorna’s Silence,1186369
2008,2,1144,Marley &amp; Me,0822832
2008,3,2269,Zombie Strippers!,0960890
2008,1,447,CJ7 (Changjiang 7 hao),0940709
2008,0,61,Hancock,0448157
2008,2,7813,Picture This,1076252
2008,3,985,I’ve Loved You So Long,1068649
2008,3,3612,The Strangers,0482606
2008,2,2832,Adulthood,1126596
2008,1,305,Yes Man,1068680
2008,1,1443,Mesrine: Killer Instinct,1259014
2008,1,338,Futurama: Bender’s Game,1054486
2008,3,3381,Lion’s Den,1022606
2008,3,3512,Were the World Mine,0476991
2009,2,992,Serious Moonlight,1133993
2009,3,1821,Coco avant Chanel,1035736
2009,1,726,Capitalism: A Love Story,1232207
2009,3,1485,Hideaway (Le refuge),1504429
2009,3,6829,Tales from the Catholic Church of Elvis!,1082876
2009,3,377,Grey Gardens,0758751
2009,3,1885,Lesbian Vampire Killers,1020885
2009,3,6122,Redline,1483797
2009,2,1917,Everybody’s Fine,0780511
2009,1,6937,I can do bad all by myself,1385912
2009,3,497,Whatever Works,1178663
2009,3,3082,Professor Layton and the Eternal Diva,1488591
2009,3,6189,Solomon Kane,0970452
2009,3,2348,Uncertainty,1086216
2009,3,6224,Sorority Row,1232783
2009,3,1288,White Material,1135952
2009,1,4764,[Rec] 2,1245112
2009,1,632,Sherlock Holmes,0988045
2009,0,1796,Lebanon,1483831
2009,3,2258,My Last Five Girlfriends,1050002
2009,3,5718,Queen to Play,1082009
2009,3,5013,12 Men of Christmas,1446201
2009,3,900,Splice,1017460
2009,1,536,Tsar,1424431
2009,3,5857,Big Font. Large Spacing,1479163
2009,3,5923,Ju-on: White Ghost,1422675
2009,3,2126,Last Train Home,1512201
2009,3,1803,Lourdes,1405809
2009,1,4086,Fired Up!,1083456
2009,1,2558,A Town Called Panic,1433540
2009,1,1140,The Secret in Their Eyes,1305806
2009,3,774,The Private Lives of Pippa Lee,1134629
2009,1,809,Soul Kitchen,1244668
2009,3,2656,Monsters vs Aliens,0892782
2009,2,1638,Ngai chai dor ching,1463188
2009,3,2755,Our Summer in Tehran,1326956
2009,1,2401,Fast &amp; Furious,1013752
2009,3,582,Avatar,0499549
2009,3,1341,Chloe,1352824
2009,0,8776,Killer Bean Forever,1340108
2009,1,334,Up,1049413
2009,0,3377,The Dancer and the Thief,1243375
